code,name,star
14469,Holiday Inn Express & Suites - Houston IAH - Beltway 8,3
14479,Residence Inn Louisville Airport,3
14487,Hampton Inn & Suites Pensacola I-10 N at University Town Plaza,3
14488,Hotel Hendricks,4
14490,Residence Inn by Marriott Clearwater Beach,3
14491,SpringHill Suites Louisville Airport,3
14492,Holiday Inn Express Hotel & Suites Pasadena-Colorado Boulevard,3
14493,The Sagamore Hotel South Beach,4
14495,Courtyard by Marriott Houston Heights/I-10,3
14496,Aloft New York LaGuardia Airport,3
14497,Courtyard by Marriott New York Queens/Fresh Meadows,3
14507,Crowne Plaza Suites Arlington - Ballpark - Stadium,4
14519,Residence Inn Hartford Manchester,3
14525,Holiday Inn Express & Suites Cincinnati Riverfront,3
14526,Courtyard by Marriott Cincinnati Airport,3
14527,Home2 Suites By Hilton Jacksonville Airport,3
14531,Aloft El Segundo - Los Angeles Airport,3
14535,Residence Inn Dallas Arlington South,3
14536,Courtyard Dallas Arlington South,3
14540,Holiday Inn Auburn-Finger Lakes Region,3
14541,Holiday Inn Trophy Club,3
14566,Millennium Biltmore Los Angeles,4
14568,Holiday Inn Express Hotel & Suites Tampa-Fairgrounds-Casino,2
14569,Cambria Hotel Sonoma Wine Country,3
14613,Embassy Suites Seattle - Tacoma International Airport,3
14618,Hotel Indigo San Diego/Del Mar,3
14619,The Row NYC,4
14620,Holiday Inn Express & Suites la Jolla - Beach Area,3
14622,Fairfield Inn & Suites - Goshen Middletown,2
14623,Holiday Inn San Jose - Silicon Valley,3
14627,SpringHill Suites Houston I-45 North,3
14629,TownePlace Suites by Marriott Austin Parmer/Tech Ridge,3
14632,Hilton San Diego Mission Valley,3
14633,Crowne Plaza Houston River Oaks,3
14640,La Quinta Inn & Suites by Wyndham Burlington,3
14656,Crowne Plaza Dallas Market Center,3
14666,Holiday Inn Express Hotel & Suites Lacey,3
14667,Fairfield Inn & Suites by Marriott New York Queens/Fresh Meadows,3
14668,Pacific Inn and Suites-Convention Center-Gaslamp-Seaworld,2
14670,Holiday Inn Express & Suites Austin South,3
14673,Hotel Indigo East End,3
14674,Staybridge Suites Houston - IAH Airport,3
14677,Holiday Inn Express Hotel & Suites East End,3
14680,Holiday Inn Irving Las Colinas,3
14682,Refinery Hotel,5
14685,Holiday Inn - Boca Raton - North,3
,,
14694,Aloft Long Island City,3
14695,Hilton Garden Inn San Francisco Airport North,3
14696,Sheraton Cerritos Hotel,4
14697,Holiday Inn Louisville AIrport Fair/Expo,3
14698,Hyatt Centric Mountain View,4
14700,SpringHill Suites Louisville Hurstbourne/North,3
,,
14703,"Avion Inn, Ascend Hotel Collection",3
14705,Fairfield Inn & Suites Tampa Brandon,3
14706,Courtyard Tampa Brandon,3
14712,Holiday Inn Express & Suites Austin SW - Sunset Valley,3
,,
14745,Crowne Plaza Seattle Downtown,4
14750,Residence Inn Fort Myers Sanibel,3
14751,Comfort Inn & Suites Pacific ? Auburn,3
14753,TownePlace Suites The Villages,3
,,
14783,Omni San Diego Hotel,4
14786,Element Spring Valley NYC,3
14790,Holiday Inn Express San Clemente N ? Beach Area,3
14791,Residence Inn by Marriott Austin Round Rock/Dell Way,3
14792,Holiday Inn Express & Suites - Camas,3
14793,Hotel Iris - Mission Valley-San Diego Zoo-SeaWorld,2
14794,The Bristol Hotel San Diego,4
14798,Millennium Times Square New York,4
14802,Holiday Inn Express & Suites Canyon,3
14803,Hilton Garden Inn Palo Alto,3
14804,Hilton Garden Inn Sunnyvale,3
14805,AC Hotel Los Angeles South Bay,3
14879,AC Hotel by Marriott San Francisco Airport/Oyster Point Waterfront,3
14885,YVE Hotel Miami,4
14888,Park Central,4
14889,Taj Campton Place,5
14894,Walker Hotel Tribeca,4
14895,Hampton Inn New Smyrna Beach,3
14898,The Muse Hotel,4
14923,Courtyard Austin North/Parmer Lane,3
14925,Courtyard by Marriott San Diego Rancho Bernardo,3
14929,Arthouse Hotel New York City,4
14930,Courtyard by Marriott Seattle Kirkland,3
14933,Heathman Lodge,4
14961,"Country Inn & Suites by Radisson, Tampa Airport North",3
14963,Holiday Inn Express Brooklyn - Kings Hwy,3
14964,Days Inn by Wyndham Brooklyn Marine Park,3
14965,"SpringHill Suites by Marriott, Midland Texas",3
14967,Fairfield Inn & Suites by Marriott Odessa,3
14969,Holiday Inn Express & Suites Odessa,3
14970,Holiday Inn Express & Suites Midland South I-20,3
14972,Holiday Inn Express & Suites Odessa I-20,3
14973,Courtyard by Marriott Syracuse Downtown at Armory Square,3
14974,Holiday Inn Auburn,3
14975,Holiday Inn Express & Suites Corsicana I-45,3
14976,Holiday Inn Express Sanger-Denton,3
,,
14986,Empress Hotel La Jolla,3
14989,Courtyard Jacksonville Orange Park,3
14992,Residence Inn by Marriott Austin Lake Austin/River Place,3
15000,Holiday Inn Express Newport Beach,3
15001,SpringHill Suites by Marriott Portland Vancouver,3
15003,Fairfield Inn & Suites by Marriott San Francisco Airport,3
15022,Cambria Hotel White Plains - Downtown,4
15025,Residence Inn Sacramento Airport Natomas,3
15026,Coral Reef Inn & Suites,3
15040,Pullman San Francisco Bay,4
15092,Residence Inn Sandestin at Grand Boulevard,3
15094,Hyatt Place Sandestin at Grand Blvd,3
15095,Courtyard by Marriott Sandestin at Grand Boulevard,3
15098,INNSiDE by Melia New York NoMad,4
,,
15103,Courtyard Fort Myers at I-75 and Gulf Coast Town Center,3
15105,Holiday Inn Express & Suites Anaheim Resort Area,3
,,
15107,Manchester Grand Hyatt San Diego,4
15108,Hyatt House Tampa Airport/Westshore,3
15109,Walker Hotel Greenwich Village,4
15112,Houston CityPlace Marriott at Springwoods Village,4
15114,SpringHill Suites Fort Myers Airport,3
15115,Brandon Center Hotel,3
15135,TownePlace Suites Orlando at SeaWorld,3
15142,AC Hotel Sawgrass Mills Sunrise,3
15154,Four Points by Sheraton ? San Francisco Airport,3
,,
15183,EVEN Hotel Sarasota-Lakewood Ranch,3
15184,Candlewood Suites Houston - Pasadena,3
15185,Crowne Plaza Houston Galleria Area,4
15187,West Inn & Suites,3
15208,DoubleTree By Hilton San Diego Hotel Circle,4
15217,Hilton Garden Inn Tampa East/Brandon,3
15218,TownePlace Suites Pensacola,3
15220,Courtyard Tampa Downtown,3
15225,1906 Lodge,4
15226,Hilton Garden Inn Dallas/Arlington,3
15227,Holiday Inn Express & Suites Orlando At Seaworld,3
15229,Hyatt Centric Brickell Miami,3
15232,Hampton Inn Orlando Near Universal Blv/International Dr,3
15234,Hampton Inn Orlando-International Airport,3
15236,TownePlace Suites Panama City,3
,,
15238,Residence Inn by Marriott Near Universal Orlando,3
15241,Residence Inn Tampa Downtown,3
15242,Residence Inn by Marriott Fort Myers,3
15245,Courtyard by Marriott Houston NASA/Nassau Bay,3
15267,Hotel Indigo Spokane,3
15291,Visalia Marriott at the Convention Center,4
15294,InterContinental San Francisco,4
15295,Golden Sails Hotel,3
15297,The Parc Hotel,3
15304,Sonesta Simply Suites Houston W Beltway,3
15306,Holiday Inn Downtown Rochester,3
15315,Hotel Theodore,4
15317,Holiday Inn Express Berkeley,3
15318,Hyatt Place Delray Beach,3
15325,The Whitehall Houston,3
15338,Wyndham Garden LaGuardia South,4
15341,Holiday Inn Express & Suites Garland E - Lake Hubbard I30,3
15346,SpringHill Suites by Marriott Pensacola,3
15351,Staybridge Suites DFW Airport North,3
15352,Holiday Inn Express & Suites North Dallas at Preston,3
15365,Fairfield Inn & Suites San Antonio Airport North Star Mall,3
15374,The Plaza Hotel Pioneer Park,4
15375,"Hotel Nia, Autograph Collection",4
15377,Hotel Le Bleu,3
15382,Crowne Plaza Hotel Orlando-Universal,4
,,
,,
15400,Pacific Edge Hotel on Laguna Beach,3
15402,Stanford Inn & Suites Anaheim,3
15403,Hyatt Place Saratoga/Malta,3
15404,Hotel 57,4
15423,DoubleTree by Hilton Chico,3
15427,"Brooklyn Vybe Hotel, Ascend Hotel Collection",4
15429,New Haven Hotel,3
15438,The Goodtime Hotel,4
15439,Residence Inn by Marriott New York Manhattan/Midtown Eastside,4
15441,Hyatt Regency Monterey Hotel and Spa,5
15444,Arlo SoHo,4
15445,Arlo NoMad,4
15457,Hyatt Place Melbourne / Palm Bay,3
15460,Courtyard San Antonio Airport / North Star Mall,3
15466,Holiday Inn Express & Suites Santa Clara - Silicon Valley,3
15467,Element Ontario Rancho Cucamonga,3
15469,Courtyard by Marriott Sunnyvale Mountain View,3
15485,"Hotel Nyack, a JdV by Hyatt Hotel",4
,,
15503,Fairfield Inn & Suites By Marriott New York Brooklyn,3
15512,Holiday Inn Express Hotel & Suites Merced,3
15516,Wyndham Garden Tallahassee Capitol,3
15517,Holiday Inn Poughkeepsie,3
15550,Holiday Inn Express & Suites - Fort Myers Airport,3
15571,Radisson Hotel New York Midtown-Fifth Avenue,4
15575,Lexington Griffin Gate Marriott Golf Resort & Spa,4
15588,InterContinental Mark Hopkins San Francisco,4
15589,Cassa Hotel Times Square,4
15597,NewYork La Guardia Airport Marriott,3
15598,NH Collection New York Madison Avenue,4
15599,Grand Hyatt Seattle,5
,,
15604,Four Points by Sheraton Bakersfield,4
15610,Fairfield Inn & Suites Dallas Lewisville,3
15616,Quality Inn Midland,3
15631,Holiday Inn Express New York-Brooklyn,3
15632,Holiday Inn Express & Suites Danbury - I-84,3
15652,Sheraton Hartford South,3
15653,SpringHill Suites by Marriott San Jose Airport,3
15655,Hyde Resort & Residences Hollywood Beach,4
15656,Staybridge Suites Dallas/Addison,3
15657,Hotel Caza Fisherman?s Wharf,4
15658,Courtyard San Diego Airport/Liberty Station,3
15661,Hyatt Place Dallas Park Central,3
15662,Shelburne Hotel & Suites by Affinia,4
15664,Gardens Suites Hotel by Affinia,4
15665,Fifty Hotel & Suites by Affinia,4
15668,Courtyard by Marriott San Jose Campbell,3
15688,Hotel Del Sol,3
15689,Baymont by Wyndham Sarasota,2
,,
15736,Holiday Inn Hartford Downtown Area,3
15737,Staybridge Suites Long Beach Airport,3
15738,Holiday Inn & Suites Orlando SW - Celebration Area,3
15739,Holiday Inn Express & Suites S Lake Buena Vista,3
15767,Holiday Inn Seattle Downtown - Lake Union,3
15768,ModernHaus SoHo,4
15769,Hilton Melbourne,4
15777,Courtyard by Marriott Los Angeles Woodland Hills,3
15808,AC Hotel Gainesville Downtown,3
15810,Aloft Tampa Midtown,3
15812,Courtyard Orlando South/Grande Lakes Area,3
15813,Element Tampa Midtown,3
15867,Hyatt Place NYC Chelsea,4
15868,M Social Hotel Times Square New York,4
15870,La Quinta Inn by Wyndham El Paso - Airport,2
15874,Best Western Crown Inn & Suites - Batavia,3
15875,Hilton St. Petersburg Carillon Park,4
15885,Homewood Suites by Hilton St. Petersburg Clearwater,4
15899,Graduate Roosevelt Island,4
15900,Arlo Midtown,4
15901,Larkspur Landing Campbell,3
15902,Larkspur Landing Milpitas,3
15903,Larkspur Landing Sunnyvale,3
15905,Hampton Inn by Hilton Irvine Spectrum Lake Forest,3
15925,Red Roof Inn Binghampton North,2
15944,Best Western The Inn at The Fairgrounds,3
15945,Inn at Great Neck,4
15946,Adria Hotel and Conference Center,3
15955,Home2 Suites By Hilton West Sacramento,4
15974,"The Draper, Ascend Hotel Collection",3
16023,Hotel Indigo Miami Brickell,4
16027,Hampton Inn & Suites Farmers Branch Dallas,3
16030,Comfort Suites Clovis,3
16033,Rose Bowl Motel,2
16034,Howard Johnson by Wyndham Norco,3
16035,YOTEL New York City,4
16039,Four Points by Sheraton San Jose Airport,3
16045,Holiday Inn Westbury ? Long Island,3
16046,AC Hotel San Jose Downtown,3
16054,TownePlace Suites By Marriott Orlando Southwest Near Universal,3
16055,Postcard Inn On The Beach,3
16056,The Washington Inn,3
16060,Comfort Inn Auburn ? Seattle,3
16061,Hyatt Regency Orlando,4
16068,Capital Hotel,3
16070,Microtel by Wyndham Long Island City,3
16104,Marriott Orlando Downtown,4
16105,Floridan Palace Hotel,4
16106,Aloft Miami Airport,3
16107,Courtyard by Marriott Orlando East,3
16116,Radisson Hotel Austin,3
16118,Embassy Suites by Hilton Seattle Downtown Pioneer Square,4
16128,Radisson Hotel Niagara Falls - Grand Island USA,3
16147,Tru By Hilton Ft Lauderdale Airport,3
16149,"Candlewood Suites San Antonio Downtown, an IHG Hotel",3
16150,Residence Inn Orlando Convention Center,3
16169,Best Western Plus Cityline Hotel,3
16172,Millennium Buffalo,3
16179,Four Points by Sheraton Melville Long Island,4
16180,"Holiday Inn Express & Suites Austin NW - Lakeline, an IHG Hotel",2
16181,Sonesta Silicon Valley,3
16188,Super 8 by Wyndham Brooklyn Williamsburg,2
16196,Manhattan View Hotel,2
16204,Hotel on Rivington,4
16206,Hampton Inn and Suites Houston Central,3
16208,Wyndham Garden Fresno Yosemite Airport,3
16210,"Holiday Inn Diamond Bar - Pomona, an IHG Hotel",3
16211,Hotel Zephyr San Francisco,4
16212,Sonesta San Jose,4
16248,Arroyo Vista Inn,3
16251,TownePlace Suites by Marriott Seattle Southcenter,3
16254,TownePlace Suites by Marriott Seattle Everett/Mukilteo,3
16261,Hyatt Regency Newport Beach,4
16270,TownePlace Suites by Marriott New York Manhattan/Times Square,3
16273,The Harborfront Inn at Greenport,3
16284,Sound View Greenport,4
16301,Hyatt Place Cincinnati Airport Florence,3
16306,Hotel Edison Times Square,4
16309,Hampton Inn by Hilton Garden City Long Island,3
16314,Ramada by Wyndham San Diego National City,3
16328,Red Roof PLUS+ Poughkeepsie,2
16348,Tides Inn & Suites,3
16352,Best Western Red River Inn,3
16362,Best Western of Lake George,3
16368,SpringHill Suites by Marriott San Jose Fremont,3
16370,Sonesta Select Seattle Bellevue Redmond,3
16404,Residence Inn by Marriott Palmdale Lancaster,3
16405,Courtyard by Marriott Salinas Monterey,3
16406,Hampton Inn Tracy,3
16407,Hampton Inn & Suites Lancaster,3
16408,Hampton Inn Sacramento/Rancho Cordova,3
16409,Residence Inn by Marriott Roseville,3
16410,Residence Inn by Marriott San Jose Campbell,3
16411,Residence Inn by Marriott Vacaville,3
16412,Courtyard by Marriott Palmdale,3
16413,Courtyard by Marriott Roseville,3
16415,Residence Inn by Marriott Fremont Silicon Valley,3
,,
16417,Residence Inn Ontario Airport,3
16418,Fairfield Inn by Marriott Vacaville,3
16420,Hyatt House Los Angeles/LAX/Manhattan Beach,3
16426,Courtyard by Marriott Roseville Galleria Mall/Creekside Ridge Drive,3
16427,Courtyard by Marriott Sacramento Folsom,3
16428,Fairfield Inn by Marriott Roseville,3
16429,Fairfield Inn by Marriott Tracy,3
16430,Hampton Inn & Suites Palmdale,3
16432,Fairfield Inn by Marriott Visalia Sequoia,3
16434,Sheraton San Jose Hotel,4
,,
16438,Residence Inn by Marriott West Palm Beach,3
16439,Four Points by Sheraton Pleasanton,3
16443,Courtyard by Marriott Fort Lauderdale North/Cypress Creek,3
16444,SpringHill Suites by Marriott Miami Airport South,3
16445,Residence Inn Orlando Altamonte Springs/Maitland,3
16446,Country Inn & Suites by Radisson; Orlando Airport; FL,3
16458,Hampton Inn Louisville Downtown,3
,,
,,
16461,Residence Inn Louisville East,3
16470,Hyatt House Belmont/Redwood Shores,3
16480,Residence Inn San Jose South,3
16481,Courtyard by Marriott San Jose South/Morgan Hill,3
16483,Residence Inn by Marriott San Jose South/Morgan Hill,3
16485,Homewood Suites by Hilton Lancaster - California,3
16512,Fairfield Inn & Suites by Marriott Houston The Woodlands,3
16513,Hyatt House Dallas/Las Colinas,3
16514,Hyatt House Dallas/Addison,3
,,
16516,Residence Inn by Marriott Houston-Willowbrook,3
16517,Hampton Inn & Suites Mansfield,3
16518,Fairfield Inn & Suites by Marriott San Antonio SeaWorldŞ/Westover Hills,3
16519,Fairfield Inn & Suites by Marriott Dallas Mansfield,3
16520,Residence Inn by Marriott Dallas Addison/Quorum Drive,3
16521,Courtyard by Marriott San Antonio SeaWorldŞ/Westover Hills,3
16522,Embassy Suites Dallas Market Center,4
,,
,,
,,
,,
,,
,,
16535,Homewood Suites by Hilton Dallas-DFW Airport N-Grapevine,3
16536,Residence Inn by Marriott Buffalo Galleria Mall,3
16537,Homewood Suites by Hilton Rochester/Henrietta,3
,,
16539,Comfort Suites Rochester,3
,,
,,
16564,DoubleTree by Hilton Hotel Sunrise - Sawgrass Mills,3
16566,Embassy Suites by Hilton Destin Miramar Beach,3
,,
16573,Embassy Suites by Hilton San Antonio Riverwalk Downtow,3
,,
,,
16577,Hampton Inn & Suites Clovis-Airport North,3
16578,Hampton Inn Los Angeles-Orange County-Cypress,3
16581,"The Crossroads Hotel - Newburgh, Ascend Hotel Collection",3
16585,Home2 Suites by Hilton Long Island Brookhaven,3
16588,Liberty View Brooklyn Hotel,3
16589,Sonesta Select Dallas Richardson,3
16590,Homewood Suites Agoura Hills,3
,,
,,
16594,Homewood Suites by Hilton Carle Place - Garden City,3
16603,"The Inn at Saratoga, Tapestry Collection by Hilton",3
16606,Capri Suites Anaheim,2
16610,OneWay Fundamental,3
16615,Hampton Inn Dallas-Irving-Las Colinas,3
16616,Hampton Inn San Diego-Downtown,3
16617,Hampton Inn Los Angeles/Santa Clarita,3
16618,Hilton Garden Inn Boca Raton,3
16621,Hilton Garden Inn Las Colinas,3
,,
16624,Hilton Garden Inn Sacramento/South Natomas,3
16626,Homewood Suites by Hilton Fresno Airport/Clovis,3
16629,Homewood Suites Lubbock,3
,,
,,
16650,Sleep Inn Bronx,2
16651,Best Western Plus Executive Residency Bronx,3
16657,"Holiday Inn Express & Suites - Stafford NW - Sugarland, an IHG Hotel",3
16664,Hilton Garden Inn Tallahassee Central,3
16668,"Collegian Hotel & Suites, Trademark Collection by Wyndham",4
16669,Garden City Hotel,4
16670,La Quinta Inn by Wyndham Austin Capitol / Downtown,3
,,
16673,La Quinta Inn & Suites by Wyndham Dallas - Addison Galleria,3
16676,La Quinta by Wyndham Orlando I Drive/Conv Center,3
16677,La Quinta Inn & Suites by Wyndham Plantation at SW 6th St,3
16678,La Quinta Inn by Wyndham Miami Airport North,3
16679,La Quinta Inn & Suites by Wyndham Tacoma - Seattle,3
16680,La Quinta Inn & Suites by Wyndham San Antonio Riverwalk,3
16681,La Quinta Inn & Suites by Wyndham San Francisco Airport North,3
16686,Hotel Elite,3
16687,"Candlewood Suites Houston Westchase - Westheimer, an IHG Hotel",3
16689,Courtyard by Marriott Los Angeles Monterey Park,3
16719,Courtyard by Marriott Oakland Airport,3
16737,La Quinta Inn & Suites by Wyndham Sunrise,3
16738,La Quinta Inn & Suites by Wyndham Coral Springs South,3
,,
16744,Best Western Premier Empire State Hotel,3
16748,Crowne Plaza Syracuse,4
16749,Holiday Inn & Suites Boca Raton - North,3
,,
,,
16759,Casitas Coral Ridge,3
,,
16768,Beverly Hills Marriott,4
16769,Palace Inn Blue IAH East,4
16779,Red Roof Inn PLUS+ & Suites Houston ? IAH Airport SW,3
16780,Hyatt Place Dallas North Arlington Grand Prairie,3
16790,Hotel Breakwater South Beach,4
,,
16806,Ramada by Wyndham Bakersfield North,3
16809,"Hampton Inn & Suites Miami, Kendall, Executive Airport",3
,,
16817,Hilton Garden Inn Dallas Richardson,3
16820,Grand Hotel Kissimmee at Celebration,3
16821,Quality Inn Houston,2
16822,Grand Hotel Orlando at Universal Blvd,3
16823,Comfort Inn JFK Airport,3
16824,"Shashi Hotel Mountain View, an Urban Resort",5
16825,Radisson Hotel Cincinnati Riverfront,3
16828,Holiday Inn Express Hotel & Suites Solana Beach-Del Mar,3
,,
16831,City Club Hotel,4
16874,Radio Hotel,4
,,
,,
16905,Best Western Brooklyn-Coney Island Inn,3
16909,La Quinta Inn and Suites Dallas Plano - The Colony,3
16918,Casablanca Inn Hotel,3
16937,"Holiday Inn - LIC - LaGuardia West, an IHG Hotel",3
16938,M Hotel Buffalo,3
16950,Ramada by Wyndham Sunnyvale/Silicon Valley,3
16975,"The Guild Hotel, San Diego, A Tribute Portfolio Hotel by Marriott",4